%
% Copyright (c) 1997-2009 Nokia Corporation and/or its subsidiary(-ies).
% All rights reserved.
% This component and the accompanying materials are made available
% under the terms of "Eclipse Public License v1.0"
% which accompanies this distribution, and is available
% at the URL "http://www.eclipse.org/legal/epl-v10.html".
%
% Initial Contributors:
% Nokia Corporation - initial contribution.
%
% Contributors:
%
% Description: 
963F ; [.4e01.0000.0007.963F] % °¢
7389 ; [.65e5.0000.0007.7389] % Óñ
9A6D ; [.65e6.0000.0007.9A6D] % Ô¦
807F ; [.65e7.0000.0007.807F] % í²
828B ; [.65e8.0000.0007.828B] % Óó
59AA ; [.65e9.0000.0007.59AA] % åý
996B ; [.65ea.0000.0007.996B] % âÀ
80B2 ; [.65eb.0000.0007.80B2] % Óý
90C1 ; [.65ec.0000.0007.90C1] % Óô
6631 ; [.65ed.0000.0007.6631] % êÅ
72F1 ; [.65ee.0000.0007.72F1] % Óü
5CEA ; [.65ef.0000.0007.5CEA] % Óø
6D74 ; [.65f0.0000.0007.6D74] % Ô¡
94B0 ; [.65f1.0000.0007.94B0] % îÚ
9884 ; [.65f2.0000.0007.9884] % Ô¤
57DF ; [.65f3.0000.0007.57DF] % Óò
6B32 ; [.65f4.0000.0007.6B32] % Óû
8C15 ; [.65f5.0000.0007.8C15] % ÚÍ
9608 ; [.65f6.0000.0007.9608] % ãÐ
55BB ; [.65f7.0000.0007.55BB] % Ó÷
5BD3 ; [.65f8.0000.0007.5BD3] % Ô¢
5FA1 ; [.65f9.0000.0007.5FA1] % Óù
88D5 ; [.65fa.0000.0007.88D5] % Ô£
9047 ; [.65fb.0000.0007.9047] % Óö
9E46 ; [.65fc.0000.0007.9E46] % ðÁ
6108 ; [.65fd.0000.0007.6108] % Óú
715C ; [.65fe.0000.0007.715C] % ìÏ
84E3 ; [.65ff.0000.0007.84E3] % Ý÷
8A89 ; [.6600.0000.0007.8A89] % Óþ
6BD3 ; [.6601.0000.0007.6BD3] % Ø¹
872E ; [.6602.0000.0007.872E] % òâ
8C6B ; [.6603.0000.0007.8C6B] % Ô¥
71E0 ; [.6604.0000.0007.71E0] % ìÛ
9E6C ; [.6605.0000.0007.9E6C] % ðÖ
9B3B ; [.6606.0000.0007.9B3B] % å÷
9E22 ; [.6607.0000.0007.9E22] % ð°
51A4 ; [.6608.0000.0007.51A4] % Ô©
7722 ; [.6609.0000.0007.7722] % íó
9E33 ; [.660a.0000.0007.9E33] % Ô§
6E0A ; [.660b.0000.0007.6E0A] % Ô¨
5143 ; [.660c.0000.0007.5143] % Ôª
5458 ; [.660d.0000.0007.5458] % Ô±
56ED ; [.660e.0000.0007.56ED] % Ô°
6C85 ; [.660f.0000.0007.6C85] % ãä
57A3 ; [.6610.0000.0007.57A3] % Ô«
7230 ; [.6611.0000.0007.7230] % ë¼
539F ; [.6612.0000.0007.539F] % Ô­
5706 ; [.6613.0000.0007.5706] % Ô²
8881 ; [.6614.0000.0007.8881] % Ô¬
63F4 ; [.6615.0000.0007.63F4] % Ô®
7F18 ; [.6616.0000.0007.7F18] % Ôµ
9F0B ; [.6617.0000.0007.9F0B] % ö½
586C ; [.6618.0000.0007.586C] % Ü«
6E90 ; [.6619.0000.0007.6E90] % Ô´
733F ; [.661a.0000.0007.733F] % Ô³
8F95 ; [.661b.0000.0007.8F95] % Ô¯
6A7C ; [.661c.0000.0007.6A7C] % éÚ
8788 ; [.661d.0000.0007.8788] % ó¢
8FDC ; [.661e.0000.0007.8FDC] % Ô¶
82D1 ; [.661f.0000.0007.82D1] % Ô·
6028 ; [.6620.0000.0007.6028] % Ô¹
9662 ; [.6621.0000.0007.9662] % Ôº
57B8 ; [.6622.0000.0007.57B8] % Ûù
5A9B ; [.6623.0000.0007.5A9B] % æÂ
63BE ; [.6624.0000.0007.63BE] % Þò
7457 ; [.6625.0000.0007.7457] % è¥
613F ; [.6626.0000.0007.613F] % Ô¸
66F0 ; [.6627.0000.0007.66F0] % Ô»
7EA6 ; [.6628.0000.0007.7EA6] % Ô¼
54D5 ; [.6629.0000.0007.54D5] % ßÜ
6708 ; [.662a.0000.0007.6708] % ÔÂ
5216 ; [.662b.0000.0007.5216] % ë¾
5CB3 ; [.662c.0000.0007.5CB3] % ÔÀ
60A6 ; [.662d.0000.0007.60A6] % ÔÃ
94BA ; [.662e.0000.0007.94BA] % îá
9605 ; [.662f.0000.0007.9605] % ÔÄ
8DC3 ; [.6630.0000.0007.8DC3] % Ô¾
7CA4 ; [.6631.0000.0007.7CA4] % ÔÁ
8D8A ; [.6632.0000.0007.8D8A] % Ô½
6A3E ; [.6633.0000.0007.6A3E] % éÐ
9FA0 ; [.6634.0000.0007.9FA0] % Ùß
7039 ; [.6635.0000.0007.7039] % å®
6C32 ; [.6636.0000.0007.6C32] % ëµ
4E91 ; [.6637.0000.0007.4E91] % ÔÆ
5300 ; [.6638.0000.0007.5300] % ÔÈ
7EAD ; [.6639.0000.0007.7EAD] % ç¡
82B8 ; [.663a.0000.0007.82B8] % Ü¿
6600 ; [.663b.0000.0007.6600] % êÀ
90E7 ; [.663c.0000.0007.90E7] % ÔÇ
8018 ; [.663d.0000.0007.8018] % ÔÅ
5141 ; [.663e.0000.0007.5141] % ÔÊ
72C1 ; [.663f.0000.0007.72C1] % áñ
9668 ; [.6640.0000.0007.9668] % ÔÉ
6B92 ; [.6641.0000.0007.6B92] % éæ
5B55 ; [.6642.0000.0007.5B55] % ÔÐ
8FD0 ; [.6643.0000.0007.8FD0] % ÔË
90D3 ; [.6644.0000.0007.90D3] % Û©
607D ; [.6645.0000.0007.607D] % ã¢
6655 ; [.6646.0000.0007.6655] % ÔÎ
915D ; [.6647.0000.0007.915D] % ÔÍ
6120 ; [.6648.0000.0007.6120] % ã³
97EB ; [.6649.0000.0007.97EB] % è¹
97F5 ; [.664a.0000.0007.97F5] % ÔÏ
71A8 ; [.664b.0000.0007.71A8] % ìÙ
8574 ; [.664c.0000.0007.8574] % ÔÌ
531D ; [.664d.0000.0007.531D] % ÔÑ
5482 ; [.664e.0000.0007.5482] % ßÆ
62F6 ; [.664f.0000.0007.62F6] % ÞÙ
6742 ; [.6650.0000.0007.6742] % ÔÓ
7838 ; [.6651.0000.0007.7838] % ÔÒ
707E ; [.6652.0000.0007.707E] % ÔÖ
753E ; [.6653.0000.0007.753E] % çÞ
54C9 ; [.6654.0000.0007.54C9] % ÔÕ
683D ; [.6655.0000.0007.683D] % ÔÔ
5BB0 ; [.6656.0000.0007.5BB0] % Ô×
5D3D ; [.6657.0000.0007.5D3D] % áÌ
8F7D ; [.6658.0000.0007.8F7D] % ÔØ
518D ; [.6659.0000.0007.518D] % ÔÙ
5728 ; [.665a.0000.0007.5728] % ÔÚ
7CCC ; [.665b.0000.0007.7CCC] % ôØ
7C2A ; [.665c.0000.0007.7C2A] % ô¢
54B1 ; [.665d.0000.0007.54B1] % ÔÛ
661D ; [.665e.0000.0007.661D] % êÃ
6512 ; [.665f.0000.0007.6512] % ÔÜ
8DB1 ; [.6660.0000.0007.8DB1] % ôõ
6682 ; [.6661.0000.0007.6682] % ÔÝ
8D5E ; [.6662.0000.0007.8D5E] % ÔÞ
933E ; [.6663.0000.0007.933E] % öÉ
74D2 ; [.6664.0000.0007.74D2] % è¶
8D43 ; [.6665.0000.0007.8D43] % Ôß
81E7 ; [.6666.0000.0007.81E7] % ê°
9A75 ; [.6667.0000.0007.9A75] % æà
810F ; [.6668.0000.0007.810F] % Ôà
846C ; [.6669.0000.0007.846C] % Ôá
906D ; [.666a.0000.0007.906D] % Ôâ
7CDF ; [.666b.0000.0007.7CDF] % Ôã
51FF ; [.666c.0000.0007.51FF] % Ôä
65E9 ; [.666d.0000.0007.65E9] % Ôç
67A3 ; [.666e.0000.0007.67A3] % Ôæ
86A4 ; [.666f.0000.0007.86A4] % Ôé
6FA1 ; [.6670.0000.0007.6FA1] % Ôè
85FB ; [.6671.0000.0007.85FB] % Ôå
7076 ; [.6672.0000.0007.7076] % Ôî
7682 ; [.6673.0000.0007.7682] % Ôí
5523 ; [.6674.0000.0007.5523] % ßð
9020 ; [.6675.0000.0007.9020] % Ôì
566A ; [.6676.0000.0007.566A] % Ôë
71E5 ; [.6677.0000.0007.71E5] % Ôï
8E81 ; [.6678.0000.0007.8E81] % Ôê
5219 ; [.6679.0000.0007.5219] % Ôò
62E9 ; [.667a.0000.0007.62E9] % Ôñ
6CFD ; [.667b.0000.0007.6CFD] % Ôó
8D23 ; [.667c.0000.0007.8D23] % Ôð
8FEE ; [.667d.0000.0007.8FEE] % åÅ
5567 ; [.667e.0000.0007.5567] % ßõ
5E3B ; [.667f.0000.0007.5E3B] % àý
7B2E ; [.6680.0000.0007.7B2E] % óÐ
8234 ; [.6681.0000.0007.8234] % ô·
7BA6 ; [.6682.0000.0007.7BA6] % óå
8D5C ; [.6683.0000.0007.8D5C] % ØÓ
4EC4 ; [.6684.0000.0007.4EC4] % ØÆ
6603 ; [.6685.0000.0007.6603] % ê¾
8D3C ; [.6686.0000.0007.8D3C] % Ôô
600E ; [.6687.0000.0007.600E] % Ôõ
8C2E ; [.6688.0000.0007.8C2E] % ÚÚ
66FE ; [.6689.0000.0007.66FE] % Ôø
589E ; [.668a.0000.0007.589E] % Ôö
618E ; [.668b.0000.0007.618E] % Ô÷
7F2F ; [.668c.0000.0007.7F2F] % çÕ
7F7E ; [.668d.0000.0007.7F7E] % îÀ
9503 ; [.668e.0000.0007.9503] % ï­
7511 ; [.668f.0000.0007.7511] % êµ
8D60 ; [.6690.0000.0007.8D60] % Ôù
54F3 ; [.6691.0000.0007.54F3] % ßî
55B3 ; [.6692.0000.0007.55B3] % Ôû
63F8 ; [.6693.0000.0007.63F8] % Þê
6E23 ; [.6694.0000.0007.6E23] % Ôü
6942 ; [.6695.0000.0007.6942] % é«
9F44 ; [.6696.0000.0007.9F44] % ÷þ
624E ; [.6697.0000.0007.624E] % Ôú
672D ; [.6698.0000.0007.672D] % Ôý
8F67 ; [.6699.0000.0007.8F67] % Ôþ
95F8 ; [.669a.0000.0007.95F8] % Õ¢
94E1 ; [.669b.0000.0007.94E1] % Õ¡
7728 ; [.669c.0000.0007.7728] % Õ£
781F ; [.669d.0000.0007.781F] % íÄ
5412 ; [.669e.0000.0007.5412] % ß¸
548B ; [.669f.0000.0007.548B] % Õ¦
4E4D ; [.66a0.0000.0007.4E4D] % Õ§
8BC8 ; [.66a1.0000.0007.8BC8] % Õ©
54A4 ; [.66a2.0000.0007.54A4] % ßå
6805 ; [.66a3.0000.0007.6805] % Õ¤
70B8 ; [.66a4.0000.0007.70B8] % Õ¨
75C4 ; [.66a5.0000.0007.75C4] % ðä
86B1 ; [.66a6.0000.0007.86B1] % òÆ
69A8 ; [.66a7.0000.0007.69A8] % Õ¥
658B ; [.66a8.0000.0007.658B] % Õ«
6458 ; [.66a9.0000.0007.6458] % Õª
5B85 ; [.66aa.0000.0007.5B85] % Õ¬
7A84 ; [.66ab.0000.0007.7A84] % Õ­
503A ; [.66ac.0000.0007.503A] % Õ®
7826 ; [.66ad.0000.0007.7826] % íÎ
5BE8 ; [.66ae.0000.0007.5BE8] % Õ¯
7635 ; [.66af.0000.0007.7635] % ñ©
6CBE ; [.66b0.0000.0007.6CBE] % Õ´
6BE1 ; [.66b1.0000.0007.6BE1] % Õ±
65C3 ; [.66b2.0000.0007.65C3] % ì¹
7C98 ; [.66b3.0000.0007.7C98] % Õ³
8A79 ; [.66b4.0000.0007.8A79] % Õ²
8C35 ; [.66b5.0000.0007.8C35] % ÚÞ
77BB ; [.66b6.0000.0007.77BB] % Õ°
5360 ; [.66b7.0000.0007.5360] % Õ¼
65A9 ; [.66b8.0000.0007.65A9] % Õ¶
5C55 ; [.66b9.0000.0007.5C55] % Õ¹
76CF ; [.66ba.0000.0007.76CF] % Õµ
5D2D ; [.66bb.0000.0007.5D2D] % Õ¸
640C ; [.66bc.0000.0007.640C] % Þø
8F97 ; [.66bd.0000.0007.8F97] % Õ·
6218 ; [.66be.0000.0007.6218] % Õ½
6808 ; [.66bf.0000.0007.6808] % Õ»
7AD9 ; [.66c0.0000.0007.7AD9] % Õ¾
7EFD ; [.66c1.0000.0007.7EFD] % ÕÀ
6E5B ; [.66c2.0000.0007.6E5B] % Õ¿
8638 ; [.66c3.0000.0007.8638] % Õº
5F20 ; [.66c4.0000.0007.5F20] % ÕÅ
7AE0 ; [.66c5.0000.0007.7AE0] % ÕÂ
9123 ; [.66c6.0000.0007.9123] % Ûµ
5ADC ; [.66c7.0000.0007.5ADC] % æÑ
5F70 ; [.66c8.0000.0007.5F70] % ÕÃ
6F33 ; [.66c9.0000.0007.6F33] % ÕÄ
7350 ; [.66ca.0000.0007.7350] % â¯
6A1F ; [.66cb.0000.0007.6A1F] % ÕÁ
748B ; [.66cc.0000.0007.748B] % è°
87D1 ; [.66cd.0000.0007.87D1] % ó¯
4EC9 ; [.66ce.0000.0007.4EC9] % Øë
6DA8 ; [.66cf.0000.0007.6DA8] % ÕÇ
638C ; [.66d0.0000.0007.638C] % ÕÆ
4E08 ; [.66d1.0000.0007.4E08] % ÕÉ
4ED7 ; [.66d2.0000.0007.4ED7] % ÕÌ
5E10 ; [.66d3.0000.0007.5E10] % ÕÊ
6756 ; [.66d4.0000.0007.6756] % ÕÈ
80C0 ; [.66d5.0000.0007.80C0] % ÕÍ
8D26 ; [.66d6.0000.0007.8D26] % ÕË
969C ; [.66d7.0000.0007.969C] % ÕÏ
5D82 ; [.66d8.0000.0007.5D82] % áÖ
5E5B ; [.66d9.0000.0007.5E5B] % á¤
7634 ; [.66da.0000.0007.7634] % ÕÎ
948A ; [.66db.0000.0007.948A] % îÈ
62DB ; [.66dc.0000.0007.62DB] % ÕÐ
662D ; [.66dd.0000.0007.662D] % ÕÑ
627E ; [.66de.0000.0007.627E] % ÕÒ
6CBC ; [.66df.0000.0007.6CBC] % ÕÓ
53EC ; [.66e0.0000.0007.53EC] % ÕÙ
5146 ; [.66e1.0000.0007.5146] % Õ×
8BCF ; [.66e2.0000.0007.8BCF] % Ú¯
8D75 ; [.66e3.0000.0007.8D75] % ÕÔ
7B0A ; [.66e4.0000.0007.7B0A] % óÉ
68F9 ; [.66e5.0000.0007.68F9] % èþ
7167 ; [.66e6.0000.0007.7167] % ÕÕ
7F69 ; [.66e7.0000.0007.7F69] % ÕÖ
8087 ; [.66e8.0000.0007.8087] % ÕØ
906E ; [.66e9.0000.0007.906E] % ÕÚ
6298 ; [.66ea.0000.0007.6298] % ÕÛ
8707 ; [.66eb.0000.0007.8707] % òØ
54F2 ; [.66ec.0000.0007.54F2] % ÕÜ
8F84 ; [.66ed.0000.0007.8F84] % éü
86F0 ; [.66ee.0000.0007.86F0] % ÕÝ
8C2A ; [.66ef.0000.0007.8C2A] % ÚØ
647A ; [.66f0.0000.0007.647A] % ß¡
78D4 ; [.66f1.0000.0007.78D4] % íÝ
8F99 ; [.66f2.0000.0007.8F99] % ÕÞ
8005 ; [.66f3.0000.0007.8005] % Õß
9517 ; [.66f4.0000.0007.9517] % Õà
8D6D ; [.66f5.0000.0007.8D6D] % ô÷
8936 ; [.66f6.0000.0007.8936] % ñÞ
8FD9 ; [.66f7.0000.0007.8FD9] % Õâ
67D8 ; [.66f8.0000.0007.67D8] % èÏ
6D59 ; [.66f9.0000.0007.6D59] % Õã
8517 ; [.66fa.0000.0007.8517] % Õá
9E67 ; [.66fb.0000.0007.9E67] % ðÑ
7740 ; [.66fc.0000.0007.7740] % ×Å
8D1E ; [.66fd.0000.0007.8D1E] % Õê
9488 ; [.66fe.0000.0007.9488] % Õë
4FA6 ; [.66ff.0000.0007.4FA6] % Õì
6D48 ; [.6700.0000.0007.6D48] % ä¥
73CD ; [.6701.0000.0007.73CD] % Õä
6862 ; [.6702.0000.0007.6862] % èå
771F ; [.6703.0000.0007.771F] % Õæ
7827 ; [.6704.0000.0007.7827] % Õè
796F ; [.6705.0000.0007.796F] % ìõ
659F ; [.6706.0000.0007.659F] % Õå
7504 ; [.6707.0000.0007.7504] % Õç
84C1 ; [.6708.0000.0007.84C1] % Ýè
699B ; [.6709.0000.0007.699B] % é»
7BB4 ; [.670a.0000.0007.7BB4] % óð
81FB ; [.670b.0000.0007.81FB] % Õé
80D7 ; [.670c.0000.0007.80D7] % ëÓ
5E27 ; [.670d.0000.0007.5E27] % Ö¡
8BCA ; [.670e.0000.0007.8BCA] % Õï
6795 ; [.670f.0000.0007.6795] % Õí
8F78 ; [.6710.0000.0007.8F78] % éô
755B ; [.6711.0000.0007.755B] % î³
75B9 ; [.6712.0000.0007.75B9] % Õî
7F1C ; [.6713.0000.0007.7F1C] % çÇ
7A39 ; [.6714.0000.0007.7A39] % ð¡
5733 ; [.6715.0000.0007.5733] % ÛÚ
9635 ; [.6716.0000.0007.9635] % Õó
9E29 ; [.6717.0000.0007.9E29] % ð²
632F ; [.6718.0000.0007.632F] % Õñ
6715 ; [.6719.0000.0007.6715] % ëÞ
8D48 ; [.671a.0000.0007.8D48] % êâ
9547 ; [.671b.0000.0007.9547] % Õò
9707 ; [.671c.0000.0007.9707] % Õð
4E89 ; [.671d.0000.0007.4E89] % Õù
5F81 ; [.671e.0000.0007.5F81] % Õ÷
6014 ; [.671f.0000.0007.6014] % Õú
5CE5 ; [.6720.0000.0007.5CE5] % á¿
72F0 ; [.6721.0000.0007.72F0] % Õø
94B2 ; [.6722.0000.0007.94B2] % îÛ
7741 ; [.6723.0000.0007.7741] % Õö
94EE ; [.6724.0000.0007.94EE] % ï£
7B5D ; [.6725.0000.0007.7B5D] % óÝ
84B8 ; [.6726.0000.0007.84B8] % Õô
5FB5 ; [.6727.0000.0007.5FB5] % áç
62EF ; [.6728.0000.0007.62EF] % Õü
6574 ; [.6729.0000.0007.6574] % Õû
6323 ; [.672a.0000.0007.6323] % Õõ
6B63 ; [.672b.0000.0007.6B63] % Õý
8BC1 ; [.672c.0000.0007.8BC1] % Ö¤
8BE4 ; [.672d.0000.0007.8BE4] % Úº
90D1 ; [.672e.0000.0007.90D1] % Ö£
653F ; [.672f.0000.0007.653F] % Õþ
75C7 ; [.6730.0000.0007.75C7] % Ö¢
4E4B ; [.6731.0000.0007.4E4B] % Ö®
652F ; [.6732.0000.0007.652F] % Ö§
536E ; [.6733.0000.0007.536E] % Ø´
6C41 ; [.6734.0000.0007.6C41] % Ö­
829D ; [.6735.0000.0007.829D] % Ö¥
5431 ; [.6736.0000.0007.5431] % Ö¨
679D ; [.6737.0000.0007.679D] % Ö¦
77E5 ; [.6738.0000.0007.77E5] % Öª
7EC7 ; [.6739.0000.0007.7EC7] % Ö¯
80A2 ; [.673a.0000.0007.80A2] % Ö«
6800 ; [.673b.0000.0007.6800] % èÙ
7957 ; [.673c.0000.0007.7957] % ìó
80DD ; [.673d.0000.0007.80DD] % ëÕ
8102 ; [.673e.0000.0007.8102] % Ö¬
8718 ; [.673f.0000.0007.8718] % Ö©
53EA ; [.6740.0000.0007.53EA] % Ö»
67B3 ; [.6741.0000.0007.67B3] % è×
6267 ; [.6742.0000.0007.6267] % Ö´
4F84 ; [.6743.0000.0007.4F84] % Ö¶
76F4 ; [.6744.0000.0007.76F4] % Ö±
503C ; [.6745.0000.0007.503C] % Öµ
57F4 ; [.6746.0000.0007.57F4] % Ûú
804C ; [.6747.0000.0007.804C] % Ö°
690D ; [.6748.0000.0007.690D] % Ö²
6B96 ; [.6749.0000.0007.6B96] % Ö³
7D77 ; [.674a.0000.0007.7D77] % ôê
8DD6 ; [.674b.0000.0007.8DD6] % õÅ
646D ; [.674c.0000.0007.646D] % Þý
8E2F ; [.674d.0000.0007.8E2F] % õÜ
5902 ; [.674e.0000.0007.5902] % âº
6B62 ; [.674f.0000.0007.6B62] % Ö¹
65E8 ; [.6750.0000.0007.65E8] % Ö¼
5740 ; [.6751.0000.0007.5740] % Ö·
7EB8 ; [.6752.0000.0007.7EB8] % Ö½
82B7 ; [.6753.0000.0007.82B7] % ÜÆ
7949 ; [.6754.0000.0007.7949] % ìí
54AB ; [.6755.0000.0007.54AB] % åë
6307 ; [.6756.0000.0007.6307] % Ö¸
8F75 ; [.6757.0000.0007.8F75] % éò
8DBE ; [.6758.0000.0007.8DBE] % Öº
9EF9 ; [.6759.0000.0007.9EF9] % íé
916F ; [.675a.0000.0007.916F] % õ¥
81F3 ; [.675b.0000.0007.81F3] % ÖÁ
5FD7 ; [.675c.0000.0007.5FD7] % Ö¾
5FEE ; [.675d.0000.0007.5FEE] % âå
8C78 ; [.675e.0000.0007.8C78] % õô
5236 ; [.675f.0000.0007.5236] % ÖÆ
5E19 ; [.6760.0000.0007.5E19] % àù
5E1C ; [.6761.0000.0007.5E1C] % ÖÄ
6CBB ; [.6762.0000.0007.6CBB] % ÖÎ
7099 ; [.6763.0000.0007.7099] % ÖË
8D28 ; [.6764.0000.0007.8D28] % ÖÊ
90C5 ; [.6765.0000.0007.90C5] % Û¤
5CD9 ; [.6766.0000.0007.5CD9] % ÖÅ
6809 ; [.6767.0000.0007.6809] % èÎ
965F ; [.6768.0000.0007.965F] % Úì
631A ; [.6769.0000.0007.631A] % Ö¿
684E ; [.676a.0000.0007.684E] % èä
79E9 ; [.676b.0000.0007.79E9] % ÖÈ
81F4 ; [.676c.0000.0007.81F4] % ÖÂ
8D3D ; [.676d.0000.0007.8D3D] % êÞ
8F7E ; [.676e.0000.0007.8F7E] % éù
63B7 ; [.676f.0000.0007.63B7] % ÖÀ
75D4 ; [.6770.0000.0007.75D4] % ÖÌ
7A92 ; [.6771.0000.0007.7A92] % ÖÏ
9E37 ; [.6772.0000.0007.9E37] % ðº
5F58 ; [.6773.0000.0007.5F58] % åé
667A ; [.6774.0000.0007.667A] % ÖÇ
6EDE ; [.6775.0000.0007.6EDE] % ÖÍ
75E3 ; [.6776.0000.0007.75E3] % ðë
86ED ; [.6777.0000.0007.86ED] % òÎ
9A98 ; [.6778.0000.0007.9A98] % æï
7A1A ; [.6779.0000.0007.7A1A] % ÖÉ
7F6E ; [.677a.0000.0007.7F6E] % ÖÃ
96C9 ; [.677b.0000.0007.96C9] % ïô
81A3 ; [.677c.0000.0007.81A3] % ëù
89EF ; [.677d.0000.0007.89EF] % ö£
8E2C ; [.677e.0000.0007.8E2C] % õÙ
4E2D ; [.677f.0000.0007.4E2D] % ÖÐ
5FE0 ; [.6780.0000.0007.5FE0] % ÖÒ
7EC8 ; [.6781.0000.0007.7EC8] % ÖÕ
76C5 ; [.6782.0000.0007.76C5] % ÖÑ
949F ; [.6783.0000.0007.949F] % ÖÓ
822F ; [.6784.0000.0007.822F] % ô±
8877 ; [.6785.0000.0007.8877] % ÖÔ
953A ; [.6786.0000.0007.953A] % ïñ
87BD ; [.6787.0000.0007.87BD] % ó®
80BF ; [.6788.0000.0007.80BF] % Ö×
79CD ; [.6789.0000.0007.79CD] % ÖÖ
51A2 ; [.678a.0000.0007.51A2] % Ú£
8E35 ; [.678b.0000.0007.8E35] % õà
4EF2 ; [.678c.0000.0007.4EF2] % ÖÙ
4F17 ; [.678d.0000.0007.4F17] % ÖÚ
91CD ; [.678e.0000.0007.91CD] % ÖØ
5541 ; [.678f.0000.0007.5541] % ßú
5DDE ; [.6790.0000.0007.5DDE] % ÖÝ
821F ; [.6791.0000.0007.821F] % ÖÛ
8BCC ; [.6792.0000.0007.8BCC] % Öß
5468 ; [.6793.0000.0007.5468] % ÖÜ
6D32 ; [.6794.0000.0007.6D32] % ÖÞ
7CA5 ; [.6795.0000.0007.7CA5] % Öà
59AF ; [.6796.0000.0007.59AF] % æ¨
8F74 ; [.6797.0000.0007.8F74] % Öá
8098 ; [.6798.0000.0007.8098] % Öâ
5E1A ; [.6799.0000.0007.5E1A] % Öã
7EA3 ; [.679a.0000.0007.7EA3] % æû
5492 ; [.679b.0000.0007.5492] % Öä
5B99 ; [.679c.0000.0007.5B99] % Öæ
7EC9 ; [.679d.0000.0007.7EC9] % ç§
663C ; [.679e.0000.0007.663C] % Öç
80C4 ; [.679f.0000.0007.80C4] % ëÐ
836E ; [.67a0.0000.0007.836E] % Ý§
76B1 ; [.67a1.0000.0007.76B1] % Öå
914E ; [.67a2.0000.0007.914E] % ôü
9AA4 ; [.67a3.0000.0007.9AA4] % Öè
7C40 ; [.67a4.0000.0007.7C40] % ô¦
78A1 ; [.67a5.0000.0007.78A1] % íØ
6731 ; [.67a6.0000.0007.6731] % Öì
4F8F ; [.67a7.0000.0007.4F8F] % Ùª
8BDB ; [.67a8.0000.0007.8BDB] % Öï
90BE ; [.67a9.0000.0007.90BE] % Û¥
6D19 ; [.67aa.0000.0007.6D19] % ä¨
8331 ; [.67ab.0000.0007.8331] % Üï
682A ; [.67ac.0000.0007.682A] % Öê
73E0 ; [.67ad.0000.0007.73E0] % Öé
8BF8 ; [.67ae.0000.0007.8BF8] % Öî
732A ; [.67af.0000.0007.732A] % Öí
94E2 ; [.67b0.0000.0007.94E2] % îù
86DB ; [.67b1.0000.0007.86DB] % Öë
69E0 ; [.67b2.0000.0007.69E0] % éÆ
6F74 ; [.67b3.0000.0007.6F74] % äó
6A65 ; [.67b4.0000.0007.6A65] % éÍ
7AF9 ; [.67b5.0000.0007.7AF9] % Öñ
7AFA ; [.67b6.0000.0007.7AFA] % óÃ
70DB ; [.67b7.0000.0007.70DB] % Öò
9010 ; [.67b8.0000.0007.9010] % Öð
8233 ; [.67b9.0000.0007.8233] % ô¶
7603 ; [.67ba.0000.0007.7603] % ðñ
8E85 ; [.67bb.0000.0007.8E85] % õî
4E36 ; [.67bc.0000.0007.4E36] % Ø¼
4E3B ; [.67bd.0000.0007.4E3B] % Ö÷
62C4 ; [.67be.0000.0007.62C4] % Öô
6E1A ; [.67bf.0000.0007.6E1A] % ä¾
716E ; [.67c0.0000.0007.716E] % Öó
5631 ; [.67c1.0000.0007.5631] % Öö
9E88 ; [.67c2.0000.0007.9E88] % ÷æ
77A9 ; [.67c3.0000.0007.77A9] % Öõ
4F2B ; [.67c4.0000.0007.4F2B] % Øù
4F4F ; [.67c5.0000.0007.4F4F] % ×¡
52A9 ; [.67c6.0000.0007.52A9] % Öú
82CE ; [.67c7.0000.0007.82CE] % ÜÑ
677C ; [.67c8.0000.0007.677C] % èÌ
6CE8 ; [.67c9.0000.0007.6CE8] % ×¢
8D2E ; [.67ca.0000.0007.8D2E] % Öü
9A7B ; [.67cb.0000.0007.9A7B] % ×¤
67F1 ; [.67cc.0000.0007.67F1] % Öù
70B7 ; [.67cd.0000.0007.70B7] % ìÄ
795D ; [.67ce.0000.0007.795D] % ×£
75B0 ; [.67cf.0000.0007.75B0] % ðæ
8457 ; [.67d0.0000.0007.8457] % Öø
86C0 ; [.67d1.0000.0007.86C0] % Öû
7B51 ; [.67d2.0000.0007.7B51] % Öþ
94F8 ; [.67d3.0000.0007.94F8] % Öý
7BB8 ; [.67d4.0000.0007.7BB8] % óç
7FE5 ; [.67d5.0000.0007.7FE5] % ôã
6293 ; [.67d6.0000.0007.6293] % ×¥
722A ; [.67d7.0000.0007.722A] % ×¦
62FD ; [.67d8.0000.0007.62FD] % ×§
4E13 ; [.67d9.0000.0007.4E13] % ×¨
7816 ; [.67da.0000.0007.7816] % ×©
989B ; [.67db.0000.0007.989B] % ò§
8F6C ; [.67dc.0000.0007.8F6C] % ×ª
556D ; [.67dd.0000.0007.556D] % ßù
8D5A ; [.67de.0000.0007.8D5A] % ×¬
64B0 ; [.67df.0000.0007.64B0] % ×«
7BC6 ; [.67e0.0000.0007.7BC6] % ×­
9994 ; [.67e1.0000.0007.9994] % âÍ
5986 ; [.67e2.0000.0007.5986] % ×±
5E84 ; [.67e3.0000.0007.5E84] % ×¯
6869 ; [.67e4.0000.0007.6869] % ×®
88C5 ; [.67e5.0000.0007.88C5] % ×°
